CDS Code,[Lookup] District Master,County,District Name,District Type,Grade Levels,Student Enrollment (2024-25),Number of Schools (2024-25),County Superintendent (CCESSA) Region,Locale Classifications,Percent of Republican Votes (2020),Percent of Democratic Votes (2020),Overall Political Leaning (2020),Percent of Republican Votes (2024),Percent of Democratic Votes (2024),Overall Political Leaning (2024),Mean Income of Population in District Area,Median Income of Population in District Area,Student to Teacher Ratio,Average Chronic Absenteeism Rate,Expense per ADA (2022-23),Number of Title I Schools (2023-24),Average Pollution Burden Percentile,Percent English Learners (2024-25),Percent Unduplicated Students (2024-25),Percent of Students Receiving FRM (2024-25),Funding sources for sustainability efforts identified in LCAP,LCAP Funding Status,LCAP Direct Funding Total,LCAP Lumped Funding Total,Description of Funding,Environmental Vision or Goals Identified in LCAP,Description of vision or goals in LCAP (from [Lookup] District Master),Key Terms Identified in LCAP,Total GO Bonds and Parcel Taxes Attempted (2010 - 2029),Total GO Bonds and Parcel Taxes Passed (2010 - 2029),Most Recent Passed GO Bond Measure Year (2010-2029),Total Amount of GO Bond Measure Funding ($) (2010-2029),2024_election_bond_language,2023_election_bond_language,2022_election_bond_language,2021_election_bond_language,2020_election_bond_language,2019_election_bond_language,2018_election_bond_language,2017_election_bond_language,2016_election_bond_language,2015_election_bond_language,2014_election_bond_language,2013_election_bond_language,2012_election_bond_language,2011_election_bond_language,2010_election_bond_language,Environmental and Climate Literacy and Action Overall Indicator Status (20 points)
04614240000000,04614240000000,Butte,Chico Unified,Unified School District,K-12,14349,32,2,Urban,39.4,57.6,Neutral,42.0,54.3,Neutral,$97258.54,$75581.08,21,31.72,$16163.45,18,31.29%,5.62,55.66,43.30,0,No Funding,,,N/A,0,N/A,N/A,3,3,2024,$469000000.00,"November 5, 2024: To improve local school classrooms for math, reading, writing, science, workforce training; replace/ repair leaky roofs, windows, plumbing, heating, cooling; update school safety; expand facilities for elementary schools and reading/ literacy programs; shall Chico Unified School District’s measure issuing $239,000,000 in bonds at legal interest rates be adopted, levying an average $60 per $100,000 of assessed valuation (approximately $15,400,000 annually) while bonds are outstanding, with citizens’ oversight, independent audits, no funds for administrator salaries, all funds staying local? Bond--YES or Bond--NO",,,,,,,,"November 8, 2016: To improve the quality of local public education by preventing overcrowding at elementary schools and providing safe schools through repairing or replacing leaky roofs and outdated electrical and plumbing systems, upgrading, modernizing and constructing classrooms and science labs, improving student access to technology and improving access for students with disabilities shall Chico Unified School District issue $152,000,000 of bonds at legal rates, including independent citizens' oversight, audits, all funds staying local and NO money for administrative salaries?",,,,"November 6, 2012: Without increasing current tax rates and to improve the quality of education at local Chico schools, improve student access to computers and modern technology, repair leaky roofs, replace plumbing systems, and upgrade heating, ventilation and cooling systems, shall Chico Unified School District acquire, construct, repair, modernize restrooms, classrooms, school facilities, sites, fields, equipment by issuing $78,000,000 of bonds at legal interest rates, with independent citizens' oversight and NO money taken by the State or used for administrators' salaries?",,,10.50
04614320000000,04614320000000,Butte,Durham Unified,Unified School District,K-12,1048,3,2,Rural,60.7,36.5,Mildly Republican,57.1,39.4,Neutral,$104996.50,$80016.88,20,19.00,$13754.16,3,43.28%,6.01,40.27,37.98,0,No Funding,,,N/A,0,N/A,N/A,2,2,2024,$44200000.00,"November 5, 2024: To improve the quality of education; modernize/renovate outdated classrooms, restrooms and school facilities; replace portables with permanent classrooms; and upgrade agriculture career technical education facilities; shall Durham Unified School District’s measure be adopted authorizing $24,500,000 of bonds at legal rates, generating on average $1,400,000 annually as long as bonds are outstanding from levies of approximately 6 cents per $100 assessed value, with annual audits, independent citizens’ oversight, NO money for salaries and all funds benefiting Durham Schools? Bond--YES or Bond--NO",,,,,,"November 6, 2018: To improve the quality of education; repair/replace deteriorating electrical, plumbing and sewer systems; upgrade agriculture and vocational teaching facilities; repair leaky roofs; and renovate classrooms, restrooms and school facilities; shall Durham Unified School District issue $19,700,000 of bonds at legal rates, generating on average $1,100,000 annually as long as bonds are outstanding from levies of approximately 6 cents per $100 assessed value, with annual audits, independent citizens� oversight, NO money for salaries and all money staying local?",,,,,,,,,9.00
04614570000000,04614570000000,Butte,Golden Feather Union Elementary,Elementary School District,K-8,67,1,2,Rural,63.3,34.0,Mildly Republican,62.9,34.3,Mildly Republican,$81687.67,$57543.63,16,48.70,$36785.23,1,24.90%,5.97,82.09,82.09,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,4.50
04755070000000,04755070000000,Butte,Gridley Unified,Unified School District,K-12,2002,6,2,Town,63.3,34.7,Mildly Republican,67.5,30.3,Mildly Republican,$88251.38,$67440.50,20,35.04,$16349.04,5,48.33%,13.94,76.62,64.29,0,No Funding,,,N/A,0,N/A,N/A,1,1,2018,$4500000.00,,,"November 8, 2022: To improve educational facilities at Gridley High School; repair/replace leaky roofs; modernize/renovate classrooms, restrooms and school facilities; and replace outdated heating, ventilation and cooling systems; shall the Gridley Unified School District measure authorizing $16,300,000 of bonds at legal rates, levying approximately 4 cents per $100 assessed value, generating on average $870,000 annually while bonds are outstanding, be adopted, with annual audits, independent citizens' oversight, NO money for salaries and no money taken by the State?",,,,,,,,,,"June 5, 2012: To improve the quality of local ELEMENTARY education, repair, upgrade outdated classrooms, plumbing, leaking roofing, lighting, electrical and HVAC systems, restrooms, upgrade safety, security, fire systems, remove hazardous
materials, improve energy efficiency, replace temporary classrooms, renovate, acquire, construct, repair, equip classrooms, schools, sites, facilities, shall Gridley Unified School District Elementary Schools Facilities Improvement District No. 1 issue $2,500,000 of bonds at legal rates, have an independent citizens� oversight committee and NO money for administrative salaries or taken by the State?",,,7.00
04614990000000,04614990000000,Butte,Manzanita Elementary,Elementary School District,K-8,306,1,2,Rural,70.3,27.7,Mildly Republican,75.6,23.0,Mildly Republican,$89953.33,$63869.33,24,13.00,$13665.06,1,55.90%,19.93,47.06,42.81,0,No Funding,,,N/A,0,N/A,N/A,3,1,2022,$16300000.00,,,,,,,,,,,,,,,,9.50
04615070000000,04615070000000,Butte,Oroville City Elementary,Elementary School District,TK-8,2528,8,2,Town,63.0,34.7,Mildly Republican,65.4,32.1,Mildly Republican,$77620.69,$59592.23,20,39.33,$19259.72,6,33.37%,6.13,74.56,73.02,0,No Funding,,,N/A,0,N/A,N/A,1,0,,$0.00,,,,,,,,,,,,,,,,7.00
04615150000000,04615150000000,Butte,Oroville Union High,High School District,9-Adult,2230,4,2,Town,62.8,34.7,Mildly Republican,64.8,32.6,Mildly Republican,$85164.28,$64613.83,20,64.32,$19163.88,4,31.45%,5.16,78.48,74.75,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,6.50
04615230000000,04615230000000,Butte,Palermo Union Elementary,Elementary School District,1-8,1343,5,2,Rural,65.5,32.2,Mildly Republican,70.9,26.7,Mildly Republican,$83772.38,$62867.63,19,38.04,$18363.62,5,43.00%,10.87,82.58,80.12,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,8.00
04615310000000,04615310000000,Butte,Paradise Unified,Unified School District,TK-Adult,2393,11,2,Town,57.9,39.1,Neutral,59.5,37.4,Neutral,$96860.67,$75072.29,19,49.67,$21513.24,5,16.13%,1.88,67.91,63.18,0,No Funding,,,N/A,0,N/A,N/A,1,0,,$0.00,,,,,,,"November 6, 2018: To update classrooms and science labs in schools; perform essential safety/security upgrades; fix leaky roofs, deteriorating plumbing/septic systems; equip classrooms with 21st-century learning technology; replace aging heating/plumbing; and construct/equip classrooms, shall Paradise Unified School District issue $61,000,000 in bonds, at legal interest rates, levy $57.50 per $100,000 of assessed value for as long as bonds are outstanding ($3.5 million annually) with taxpayer oversight, audits, no employee salaries, all money staying local?",,,,,,,,,7.50
04733790000000,04733790000000,Butte,Pioneer Union Elementary,Elementary School District,K-8,40,1,2,Rural,61.8,36.5,Mildly Republican,66.0,31.9,Mildly Republican,$76910.67,$58730.17,13,36.70,$43155.58,1,23.71%,2.50,100.00,100.00,0,No Funding,,,N/A,0,N/A,N/A,1,0,,$0.00,,,,,,,,,,,,,,,,3.50
04615490000000,04615490000000,Butte,Thermalito Union Elementary,Elementary School District,1-8,1515,6,2,Town,61.7,35.6,Mildly Republican,64.9,32.3,Mildly Republican,$83983.50,$66053.90,20,30.60,$17874.48,6,42.54%,11.82,88.18,84.69,0,No Funding,,,N/A,0,N/A,N/A,2,2,2024,$67800000.00,"November 5, 2024: To modernize outdated classrooms, restrooms, and school facilities, build classrooms to increase campus capacity, repair/ replace leaky roofs and aging heating/ ventilation/ air conditioning systems, and make health, safety and security improvements, shall the Thermalito Union Elementary School District measure to issue $6,800,000 of bonds at legal interest rates be adopted, generating on average $467,000 annually while bonds are outstanding at rates of approximately $30 per $100,000 in assessed value, with citizens oversight, annual audits, and all money staying local? Bond--YES or Bond--NO",,,,,,"November 6, 2018: To improve the quality of education, repair or replace leaky roofs, modernize/renovate classrooms and restrooms, upgrade inadequate electrical systems, replace aging plumbing systems, and replace temporary portables with classrooms, shall Thermalito Union Elementary School District issue $4.5 million of bonds at legal interest rates, generating an average of $277,000 annually while bonds are outstanding at a rate of approximately $.03 per $100 assessed value, with annual audits, independent citizens� oversight, NO money for salaries and all money staying local?",,,,,,,,,6.00
05615560000000,05615560000000,Calaveras,Bret Harte Union High,High School District,9-12,605,3,6,Town,57.7,40.1,Neutral,58.4,38.8,Neutral,$101574.44,$79104.11,17,43.90,$25700.75,2,23.80%,3.80,44.63,41.16,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,6.50
05615640000000,05615640000000,Calaveras,Calaveras Unified,Unified School District,TK-Adult,2857,11,6,Rural,61.8,36.0,Mildly Republican,63.9,33.5,Mildly Republican,$103664.22,$81778.44,24,45.86,$15613.68,8,31.37%,4.03,56.53,52.99,0,No Funding,,,N/A,0,N/A,N/A,2,0,,$0.00,,,,,,,,,,,,,,,,9.00
05615720000000,05615720000000,Calaveras,Mark Twain Union Elementary,Elementary School District,K-8,737,4,6,Town,64.2,33.6,Mildly Republican,63.2,34.4,Mildly Republican,$100805.56,$76201.89,23,44.33,$14725.65,3,34.53%,6.65,65.94,64.18,0,No Funding,,,N/A,0,N/A,N/A,1,0,,$0.00,,,,,,,,,,,,,,,,5.50
05615800000000,05615800000000,Calaveras,Vallecito Union,Elementary School District,K-8,597,3,6,Rural,52.9,44.8,Neutral,53.1,43.8,Neutral,$96391.33,$76624.25,16,34.32,$17763.86,3,13.94%,2.85,47.40,44.39,0,No Funding,,,N/A,0,N/A,N/A,2,2,2020,$13800000.00,,,,,"November 3, 2020: Under a no-tax-rate-increase-financing-plan, shall Vallecito Union School District's measure to remove asbestos from school buildings, repair dry rot damage, and renovate the track and field at Avery Middle School by authorizing $2. 8 million in bonds be adopted with an estimated levy for these bonds of less than one cent per $100 of assessed valuation averaging $252,000 raised per year anticipated through 2036, at legal rates, with annual audits and independent citizen oversight?",,"November 6, 2018: To renovate, construct, equip, repair and improve classrooms and school facilities, including deteriorating roofs, heating and air conditioning systems, and construct a new multi-purpose room, shall Vallecito Union School District issue $11,000,000 in bonds under a no-tax-rate-increase-financing-plan, with an estimated levy of 3 cents per $100 of assessed valuation averaging $1.1 million raised per year anticipated through 2036, at legal rates, with annual audits and independent citizen oversight?",,,,,,,,,6.00
06615980000000,06615980000000,Colusa,Colusa Unified,Unified School District,K-12,1470,5,3,Town,63.3,34.6,Mildly Republican,67.7,29.7,Mildly Republican,$89531.22,$68996.22,20,41.22,$14879.78,2,46.84%,21.63,77.41,68.03,0,No Funding,,,N/A,0,N/A,N/A,2,2,2024,$19700000.00,"November 5, 2024: To repair or replace leaky roofs and windows, aging heating, cooling, plumbing, and electrical systems; improve access for students with disabilities; repair, equip, and construct science, technology, engineering, arts, and math classrooms and labs; and improve student safety and security, shall Colusa Unified School District  measure be adopted authorizing $13.8 million in bonds at legal rates, levying $0.06 per $100 of assessed value (averaging $1.1 million annually) while bonds are outstanding, with no money for administrators, audits, independent oversight, and all funds locally controlled?",,,,,,,,,,"November 4, 2014: To improve Colusa students' math, science, reading, and writing skills, by repairing leaky roofs, deteriorating restrooms, plumbing, heating, wiring; providing modern computer technology; renovating outdated classrooms, libraries, agricultural/vocational facilities, science and computer labs; improving fire alarms and school safety; removing asbestos/hazardous materials; acquiring, renovating,constructing, equipping accessible classrooms, sites and facilities; shall Colusa Unified School District issue $5,900,000 in bonds at legal rates, using independent citizen oversight, no money for administrators, all funds benefitting local schools?",,,,,9.00
